,Latitude,Longitude,City,Country,Date,Temperature,Humidity,Cloudiness,Wind Speed
427,74.81,165.84,bilibino,RU,2021-01-13 10:36:34,-25.96,84.0,100.0,2.25
428,45.75,-104.41,belle fourche,US,2021-01-13 10:36:35,8.04,42.0,1.0,6.69
429,65.58,147.83,shirokiy,RU,2021-01-13 10:36:36,-19.86,91.0,100.0,3.88
430,-29.11,120.2,northam,GB,2021-01-13 10:36:36,9.26,99.0,93.0,6.71
431,15.79,-7.65,nara,JP,2021-01-13 10:35:08,5.73,65.0,20.0,2.06
432,38.78,68.56,varzob,TJ,2021-01-13 10:36:37,16.0,20.0,0.0,2.0
433,-8.68,-75.84,uchiza,PE,2021-01-13 10:36:38,20.25,75.0,54.0,0.97
434,-12.85,37.36,montepuez,MZ,2021-01-13 10:36:39,27.37,72.0,90.0,3.07
435,-16.32,-74.04,acari,PE,2021-01-13 10:36:39,21.39,73.0,100.0,1.99
436,56.11,-130.5,ketchikan,US,2021-01-13 10:35:11,2.0,100.0,20.0,1.54
437,-10.63,-40.69,pindobacu,BR,2021-01-13 10:36:41,22.91,81.0,68.0,1.9
438,32.05,98.49,tezu,IN,2021-01-13 10:36:41,18.21,57.0,19.0,0.58
439,28.09,85.18,kathmandu,NP,2021-01-13 10:29:25,15.0,58.0,20.0,4.63
440,52.11,-95.21,lac du bonnet,CA,2021-01-13 10:36:42,-8.33,100.0,2.0,1.34
441,-23.1,-51.11,sertanopolis,BR,2021-01-13 10:36:43,24.0,94.0,40.0,4.57
442,25.31,16.13,marzuq,YE,2021-01-13 10:36:44,21.24,24.0,2.0,4.51
443,70.6,22.95,oksfjord,NO,2021-01-13 10:36:44,-10.37,79.0,0.0,5.66
444,40.17,-102.74,sterling,US,2021-01-13 10:36:45,-3.49,86.0,1.0,0.79
445,-13.57,22.69,zambezi,ZM,2021-01-13 10:36:46,24.55,73.0,100.0,3.83
446,44.33,98.18,hovd,MN,2021-01-13 10:36:46,-8.89,79.0,37.0,2.71
447,-6.49,111.35,rembang,ID,2021-01-13 10:36:47,26.14,87.0,100.0,3.71
448,36.43,-87.83,clarksville,US,2021-01-13 10:36:48,-2.69,93.0,1.0,2.06
449,21.52,58.43,ibra,OM,2021-01-13 10:36:48,28.05,14.0,0.0,4.14
450,42.42,118.18,mujiayingzi,CN,2021-01-13 10:32:07,-13.71,87.0,32.0,2.56
451,39.15,-21.65,vila franca do campo,PT,2021-01-13 10:36:49,15.0,100.0,40.0,1.54
452,41.08,-83.2,tiffin,US,2021-01-13 10:33:21,-1.32,89.0,95.0,0.45
453,12.63,119.93,buluang,PH,2021-01-13 10:36:51,23.92,86.0,97.0,2.83
454,33.92,19.42,tukrah,LY,2021-01-13 10:36:52,15.0,58.0,40.0,6.17
455,58.9,-131.57,juneau,US,2021-01-13 10:33:58,-0.3,81.0,90.0,4.63
457,40.06,-111.87,payson,US,2021-01-13 10:34:37,-0.73,80.0,90.0,0.88
458,54.75,-89.85,sioux lookout,CA,2021-01-13 10:36:54,-7.0,93.0,1.0,2.57
459,66.34,178.15,anadyr,RU,2021-01-13 10:36:55,-24.0,77.0,75.0,6.0
460,7.81,98.5,phuket,TH,2021-01-13 10:36:55,29.0,58.0,20.0,5.66
461,15.59,119.39,bolitoc,PH,2021-01-13 10:36:56,24.79,70.0,7.0,3.29
462,43.58,85.77,shihezi,CN,2021-01-13 10:36:56,-7.13,92.0,34.0,0.95
464,-30.63,-64.5,villa carlos paz,AR,2021-01-13 10:36:58,18.79,100.0,90.0,1.54
466,-8.67,-71.2,tarauaca,BR,2021-01-13 10:36:59,22.44,97.0,99.0,1.06
467,48.38,3.85,romilly-sur-seine,FR,2021-01-13 10:37:00,4.93,100.0,90.0,3.09
468,-64.54,27.81,kruisfontein,ZA,2021-01-13 10:37:00,23.33,86.0,100.0,2.68
469,-9.58,43.63,mitsamiouli,KM,2021-01-13 10:37:01,28.37,75.0,15.0,5.47
470,2.24,6.04,abonnema,NG,2021-01-13 10:37:02,29.0,79.0,75.0,1.03
471,28.28,30.37,matay,EG,2021-01-13 10:37:02,28.14,18.0,100.0,9.78
472,4.29,124.24,sarangani,PH,2021-01-13 10:37:03,28.18,79.0,35.0,4.11
473,2.41,75.03,muli,MV,2021-01-13 10:37:03,27.87,77.0,100.0,9.25
474,59.75,-134.13,whitehorse,CA,2021-01-13 10:37:04,-3.0,74.0,75.0,6.17
475,25.39,96.8,myitkyina,MM,2021-01-13 10:37:05,20.19,53.0,7.0,0.17
476,-38.72,174.14,waitara,NZ,2021-01-13 10:37:05,16.67,75.0,0.0,4.02
477,16.06,-93.58,tonala,MX,2021-01-13 10:37:06,8.03,76.0,40.0,0.28
478,-9.2,-53.22,alta floresta,BR,2021-01-13 10:37:06,22.66,97.0,100.0,0.2
480,59.42,75.63,megion,RU,2021-01-13 10:37:08,-15.0,85.0,90.0,4.0
481,-34.02,-76.22,constitucion,CL,2021-01-13 10:37:08,13.38,51.0,22.0,1.54
482,6.25,87.75,kalmunai,LK,2021-01-13 10:37:09,26.16,84.0,70.0,4.64
483,56.01,146.85,okha,RU,2021-01-13 10:37:09,-22.72,86.0,100.0,4.15
484,55.77,5.01,harlingen,US,2021-01-13 10:36:27,3.92,93.0,1.0,2.57
485,2.48,103.83,mersing,MY,2021-01-13 10:37:11,24.0,88.0,100.0,5.66
486,42.01,129.54,helong,CN,2021-01-13 10:37:11,-13.63,87.0,14.0,2.49
487,1.34,124.61,tomohon,ID,2021-01-13 10:37:12,27.0,89.0,20.0,0.84
488,-17.23,54.73,saint-denis,FR,2021-01-13 10:37:13,7.32,100.0,90.0,1.54
489,34.26,149.21,hasaki,JP,2021-01-13 10:37:13,3.37,75.0,20.0,1.03
490,50.84,-75.06,chapais,CA,2021-01-13 10:37:14,-4.0,93.0,90.0,5.14
491,37.31,24.45,apollonia,GR,2021-01-13 10:37:15,15.2,58.0,40.0,3.6
492,52.56,144.86,katangli,RU,2021-01-13 10:37:15,-15.79,94.0,100.0,4.76
493,-49.2,-81.55,coihaique,CL,2021-01-13 10:37:16,5.0,93.0,0.0,3.09
494,59.94,69.31,gornopravdinsk,RU,2021-01-13 10:37:16,-27.32,88.0,84.0,2.25
495,-8.28,-60.75,aripuana,BR,2021-01-13 10:37:17,23.04,94.0,97.0,0.27
496,-11.08,-42.65,xique-xique,BR,2021-01-13 10:37:18,24.95,74.0,11.0,6.89
497,12.11,-93.86,ocos,GT,2021-01-13 10:37:18,24.45,65.0,0.0,1.78
498,55.23,24.98,sirvintos,LT,2021-01-13 10:37:19,-0.5,93.0,90.0,4.63
499,57.77,-10.75,killybegs,IE,2021-01-13 10:37:19,10.52,93.0,90.0,2.57
500,-14.7,15.28,caconda,AO,2021-01-13 10:37:20,20.29,66.0,100.0,1.89
501,59.23,90.78,yeniseysk,RU,2021-01-13 10:37:20,-31.61,85.0,29.0,1.05
502,-17.87,22.25,shakawe,BW,2021-01-13 10:37:21,30.21,50.0,19.0,3.4
503,53.09,118.92,ust-karsk,RU,2021-01-13 10:37:22,-24.55,85.0,98.0,0.55
504,38.13,94.17,yumen,CN,2021-01-13 10:37:22,0.23,61.0,39.0,5.89
505,21.03,-9.47,atar,MR,2021-01-13 10:37:23,14.0,47.0,29.0,7.72
506,-33.75,-53.61,chuy,UY,2021-01-13 10:37:24,19.53,56.0,0.0,1.8
507,35.3,-106.52,bernalillo,US,2021-01-13 10:37:24,-1.76,37.0,75.0,4.63
508,7.74,-53.14,mana,GF,2021-01-13 10:37:25,25.17,85.0,100.0,5.48
510,52.42,-57.23,saint-augustin,CA,2021-01-13 10:37:26,-9.26,88.0,1.0,1.99
511,-10.41,-77.5,pativilca,PE,2021-01-13 10:37:27,20.62,89.0,100.0,2.1
512,19.31,-102.73,buenavista,PH,2021-01-13 10:37:27,25.32,90.0,100.0,1.17
513,56.84,-108.32,meadow lake,US,2021-01-13 10:37:28,-1.08,37.0,75.0,4.63
514,9.39,-45.49,cayenne,GF,2021-01-13 10:37:29,24.0,100.0,75.0,1.03
515,-20.31,-147.73,teahupoo,PF,2021-01-13 10:37:30,25.77,73.0,75.0,2.06
516,-27.54,161.54,bourail,NC,2021-01-13 10:37:30,25.73,86.0,70.0,2.07
517,-24.71,18.78,aranos,NA,2021-01-13 10:37:31,30.79,40.0,46.0,5.32
518,13.65,-82.13,san andres,CO,2021-01-13 10:37:31,27.0,69.0,40.0,7.72
519,40.39,16.96,palagiano,IT,2021-01-13 10:37:32,9.16,46.0,0.0,6.17
520,20.48,-89.23,teabo,MX,2021-01-13 10:37:33,19.38,98.0,78.0,0.98
522,79.86,27.33,mehamn,NO,2021-01-13 10:37:34,-9.0,35.0,0.0,6.69
523,-12.94,121.45,waingapu,ID,2021-01-13 10:37:34,27.95,81.0,90.0,0.95
524,47.39,-118.64,moses lake,US,2021-01-13 10:37:35,10.98,62.0,90.0,8.75
525,5.15,54.72,eyl,SO,2021-01-13 10:37:35,29.27,37.0,10.0,9.67
526,-2.61,41.72,lamu,KE,2021-01-13 10:37:36,27.35,72.0,46.0,7.39
527,5.81,42.2,mandera,KE,2021-01-13 10:37:37,34.5,18.0,30.0,6.65
528,49.52,25.82,zbarazh,UA,2021-01-13 10:37:37,-0.67,97.0,100.0,6.88
529,6.56,-55.16,nieuw amsterdam,SR,2021-01-13 10:37:38,23.38,94.0,75.0,3.09
530,40.76,-83.45,findlay,US,2021-01-13 10:36:14,-1.2,80.0,1.0,4.12
532,60.52,-123.54,fort nelson,CA,2021-01-13 10:37:40,-10.0,85.0,75.0,2.06
533,35.5,-151.51,kailua,US,2021-01-13 10:37:40,23.27,78.0,90.0,4.03
534,37.74,112.73,yuci,CN,2021-01-13 10:37:41,4.0,16.0,3.0,2.0
535,-28.94,-46.18,imbituba,BR,2021-01-13 10:37:42,24.0,88.0,40.0,4.12
536,38.31,7.51,carbonia,IT,2021-01-13 10:37:42,11.95,94.0,40.0,7.72
538,61.88,26.04,jyvaskyla,FI,2021-01-13 10:37:44,-15.77,78.0,75.0,4.12
539,-49.89,132.24,mount gambier,AU,2021-01-13 10:37:44,15.0,72.0,40.0,6.17
540,12.42,36.01,doka,SD,2021-01-13 10:37:45,33.96,13.0,0.0,3.32
542,1.94,-2.59,axim,GH,2021-01-13 10:33:13,28.5,73.0,45.0,4.46
543,-34.06,81.58,bambous virieux,MU,2021-01-13 10:37:46,28.95,70.0,40.0,6.17
545,6.32,65.81,ugoofaaru,MV,2021-01-13 10:37:48,26.49,79.0,100.0,3.96
546,32.36,-101.37,big spring,US,2021-01-13 10:37:49,-0.46,86.0,1.0,3.6
547,-10.15,-63.25,ariquemes,BR,2021-01-13 10:37:49,23.43,94.0,100.0,1.03
548,47.65,12.64,traunstein,DE,2021-01-13 10:37:50,0.87,69.0,40.0,5.66
549,-1.58,-41.58,luis correia,BR,2021-01-13 10:37:50,27.22,73.0,100.0,4.92
550,6.15,120.35,pandan niog,PH,2021-01-13 10:37:51,27.84,83.0,100.0,8.06
551,36.64,13.75,licata,IT,2021-01-13 10:37:52,13.0,71.0,0.0,1.03
552,58.75,143.55,okhotsk,RU,2021-01-13 10:37:52,-25.02,84.0,25.0,3.36
554,48.5,72.61,atasu,KZ,2021-01-13 10:37:53,-26.01,88.0,10.0,0.14
555,57.33,-19.6,vestmannaeyjar,IS,2021-01-13 10:37:54,5.0,93.0,90.0,18.52
556,11.38,77.09,sirumugai,IN,2021-01-13 10:37:55,26.0,69.0,75.0,3.09
557,45.95,94.15,hami,CN,2021-01-13 10:37:55,-5.52,78.0,100.0,2.73
558,45.08,138.1,svetlaya,RU,2021-01-13 10:37:56,-7.5,90.0,84.0,2.91
559,-4.17,-57.66,maues,BR,2021-01-13 10:37:56,23.76,95.0,90.0,1.1
560,61.79,-145.14,palmer,US,2021-01-13 10:37:57,-4.8,93.0,90.0,1.15
561,-31.94,159.55,sawtell,AU,2021-01-13 10:37:57,24.0,73.0,90.0,3.6
563,56.88,74.29,tara,RU,2021-01-13 10:37:58,-26.93,88.0,51.0,2.48
564,41.46,-63.94,shelburne,CA,2021-01-13 10:37:59,-2.28,86.0,90.0,4.12
565,-4.42,-48.51,itupiranga,BR,2021-01-13 10:38:00,24.0,100.0,75.0,1.14
567,46.09,-78.68,mattawa,US,2021-01-13 10:38:01,10.73,58.0,90.0,11.32
568,60.03,111.05,vitim,RU,2021-01-13 10:38:02,-25.95,85.0,100.0,3.31
569,38.46,121.73,dalian,CN,2021-01-13 10:38:02,-2.0,46.0,0.0,1.0
570,45.49,66.72,shieli,KZ,2021-01-13 10:34:17,-1.25,85.0,30.0,3.93
571,-48.2,-69.18,comodoro rivadavia,AR,2021-01-13 10:38:03,15.0,77.0,40.0,4.12
572,-14.85,-51.94,barra do garcas,BR,2021-01-13 10:38:04,24.75,85.0,100.0,0.32
573,-15.84,168.61,lakatoro,VU,2021-01-13 10:38:04,27.27,82.0,100.0,1.37
574,58.99,-115.93,high level,CA,2021-01-13 10:38:05,-5.0,93.0,20.0,1.03
575,34.91,39.0,manbij,SY,2021-01-13 10:38:06,12.0,50.0,75.0,1.03
576,-12.31,15.75,huambo,AO,2021-01-13 10:37:14,26.0,44.0,20.0,4.63
577,67.25,92.18,svetlogorsk,BY,2021-01-13 10:38:07,-3.41,97.0,99.0,3.7
578,25.34,116.82,longyan,CN,2021-01-13 10:38:08,8.3,49.0,0.0,0.82
580,-5.24,-73.66,requena,ES,2021-01-13 10:38:09,9.79,53.0,0.0,3.09
581,47.96,122.56,zalantun,CN,2021-01-13 10:38:09,-18.84,82.0,91.0,5.47
582,37.36,35.83,kozan,TR,2021-01-13 10:38:10,20.16,45.0,75.0,1.54
583,-13.81,167.28,sola,VU,2021-01-13 10:38:11,26.0,94.0,40.0,4.1
584,-13.41,28.78,ndola,ZM,2021-01-13 10:38:11,23.59,79.0,99.0,1.84
585,7.28,120.42,simbahan,PH,2021-01-13 10:38:12,27.8,83.0,100.0,8.07
586,-17.84,-143.93,tautira,PF,2021-01-13 10:38:12,25.77,73.0,75.0,2.06
587,40.89,63.09,gazli,UZ,2021-01-13 10:38:13,8.37,53.0,0.0,6.96
588,-17.63,12.99,opuwo,NA,2021-01-13 10:38:14,27.59,24.0,100.0,3.44
589,-20.31,138.76,mount isa,AU,2021-01-13 10:38:14,34.0,31.0,94.0,3.6
590,55.42,-117.6,valleyview,CA,2021-01-13 10:38:15,-1.0,74.0,100.0,3.09
591,44.0,132.39,ivanovka,KG,2021-01-13 10:38:16,-4.0,86.0,40.0,3.0
592,49.54,132.64,bira,RU,2021-01-13 10:38:16,-15.84,93.0,100.0,0.27
593,44.88,-114.61,hailey,US,2021-01-13 10:38:17,-1.09,100.0,90.0,1.54
594,75.27,86.18,dudinka,RU,2021-01-13 10:38:17,-25.55,89.0,73.0,3.44
595,-35.56,135.78,port lincoln,AU,2021-01-13 10:34:31,16.02,75.0,0.0,4.53
596,-28.16,155.74,byron bay,AU,2021-01-13 10:38:18,21.21,83.0,8.0,2.06
597,-7.3,-47.7,carolina,PR,2021-01-13 10:38:19,22.32,94.0,90.0,2.06
599,39.52,-93.49,marshall,US,2021-01-13 10:38:20,-4.61,100.0,90.0,1.95
600,-47.77,174.95,southbridge,US,2021-01-13 10:38:21,-3.76,80.0,0.0,1.8
604,49.61,78.46,semey,KZ,2021-01-13 10:38:23,-20.0,77.0,40.0,11.0
605,8.61,-15.16,conakry,GN,2021-01-13 10:38:24,26.68,74.0,11.0,0.49
606,34.73,93.24,lasa,IT,2021-01-13 10:38:25,-1.49,39.0,90.0,3.6
607,66.2,117.29,nyurba,RU,2021-01-13 10:38:26,-31.66,85.0,100.0,2.3
608,48.64,20.84,medzev,SK,2021-01-13 10:38:27,-0.5,93.0,20.0,3.09
611,-11.96,151.88,samarai,PG,2021-01-13 10:38:28,29.24,79.0,97.0,2.95
612,17.23,103.2,nong han,TH,2021-01-13 10:38:29,22.79,35.0,0.0,2.06
613,-5.5,29.98,uvinza,TZ,2021-01-13 10:38:30,26.42,69.0,49.0,2.09
614,-8.84,-88.12,paita,PE,2021-01-13 10:38:30,21.1,82.0,45.0,3.24
615,-26.1,144.89,roma,US,2021-01-13 10:36:04,-1.62,80.0,90.0,2.06
617,35.93,-140.92,fortuna,US,2021-01-13 10:38:32,14.76,100.0,90.0,4.12
618,52.55,108.67,turka,UA,2021-01-13 10:38:33,-1.46,80.0,100.0,4.67
619,10.15,-70.94,bachaquero,VE,2021-01-13 10:38:33,24.41,74.0,86.0,2.78
620,-1.24,129.24,sorong,ID,2021-01-13 10:38:34,28.18,79.0,100.0,4.95
621,55.31,54.59,semiletka,RU,2021-01-13 10:38:35,-21.49,91.0,96.0,2.75
622,68.72,-8.42,vestmanna,FO,2021-01-13 10:38:35,2.0,75.0,20.0,3.6
623,56.26,73.56,kolosovka,RU,2021-01-13 10:38:36,-27.79,88.0,63.0,3.16
624,0.94,47.03,mogadishu,SO,2021-01-13 10:36:28,27.93,63.0,10.0,10.12
625,70.63,27.57,kjollefjord,NO,2021-01-13 10:38:37,-9.0,35.0,0.0,6.69
626,59.86,13.88,kristinehamn,SE,2021-01-13 10:38:38,-2.78,100.0,75.0,5.14
627,60.36,-47.34,qaqortoq,GL,2021-01-13 10:38:38,0.0,86.0,90.0,1.54
628,19.55,-94.15,pajapan,MX,2021-01-13 10:38:39,18.66,89.0,100.0,3.81
629,59.4,65.65,mezhdurechenskiy,RU,2021-01-13 10:38:40,-26.75,87.0,4.0,2.06
630,-85.75,177.79,kaitangata,NZ,2021-01-13 10:38:40,13.88,96.0,10.0,0.8
631,36.98,4.41,timizart,DZ,2021-01-13 10:38:41,10.45,70.0,96.0,3.27
632,46.46,117.75,manzhouli,CN,2021-01-13 10:38:42,-24.62,84.0,3.0,4.32
633,-8.63,-65.85,pauini,BR,2021-01-13 10:38:42,22.96,97.0,85.0,0.28
634,-13.79,29.17,mkushi,ZM,2021-01-13 10:38:43,21.8,89.0,100.0,0.66
635,30.23,116.01,huangmei,CN,2021-01-13 10:38:43,9.45,51.0,0.0,0.74
637,47.69,133.67,lermontovka,RU,2021-01-13 10:38:45,-12.83,95.0,100.0,1.39
638,74.83,-170.82,lavrentiya,RU,2021-01-13 10:38:45,-20.04,86.0,100.0,4.01
639,-16.74,109.56,karratha,AU,2021-01-13 10:38:46,35.42,32.0,61.0,7.37
640,-12.91,-33.13,coruripe,BR,2021-01-13 10:38:47,26.92,71.0,100.0,5.02
641,-40.89,167.5,hokitika,NZ,2021-01-13 10:38:47,14.66,89.0,84.0,2.26
642,-21.54,-95.56,hualmay,PE,2021-01-13 10:38:48,20.97,87.0,97.0,3.22
643,-30.89,-72.74,ovalle,CL,2021-01-13 10:38:49,16.48,52.0,0.0,0.37
644,-40.12,144.1,colac,AU,2021-01-13 10:38:49,15.18,85.0,67.0,4.23
